Name,Synonym,Formula,CAS,MW,form,Melting point,Boiling point,density,Solubility in 100 mL of water,Unnamed: 10,Target,mass_frac
Barium titanate (BaTiO3),Barium metatitanate,BaTiO3,12047-27-7,233.192,wh tetr cry,1625,,6.02,,,Ba,0.58890048638
Barium titanate (BaTiO3),Barium metatitanate,BaTiO3,12047-27-7,233.192,wh tetr cry,1625,,6.02,,,O,0.205831069821
Barium titanate (BaTiO3),Barium metatitanate,BaTiO3,12047-27-7,233.192,wh tetr cry,1625,,6.02,,,Ti,0.205268443799
Barium titanate (BaTi4O9),Barium titanium oxide,BaTi4O9,12009-31-3,472.79,wh solid,,,,,,Ba,0.290461126895
Barium titanate (BaTi4O9),Barium titanium oxide,BaTi4O9,12009-31-3,472.79,wh solid,,,,,,O,0.304563805972
Barium titanate (BaTi4O9),Barium titanium oxide,BaTi4O9,12009-31-3,472.79,wh solid,,,,,,Ti,0.404975067133
Barium titanate (BaTi2O5),Barium titanium oxide,BaTi2O5,12009-27-7,313.058,wh solid,,,,,,Ba,0.438663123127
Barium titanate (BaTi2O5),Barium titanium oxide,BaTi2O5,12009-27-7,313.058,wh solid,,,,,,O,0.255534118278
Barium titanate (BaTi2O5),Barium titanium oxide,BaTi2O5,12009-27-7,313.058,wh solid,,,,,,Ti,0.305802758594
Barium titanium silicate,Benitoite,BaTi(SiO3)3,15491-35-7,413.446,rhom blue-pur cry,,,,,,Ba,0.332152926713
Barium titanium silicate,Benitoite,BaTi(SiO3)3,15491-35-7,413.446,rhom blue-pur cry,,,,,,O,0.348279856261
Barium titanium silicate,Benitoite,BaTi(SiO3)3,15491-35-7,413.446,rhom blue-pur cry,,,,,,Si,0.203791265152
Barium titanium silicate,Benitoite,BaTi(SiO3)3,15491-35-7,413.446,rhom blue-pur cry,,,,,,Ti,0.115775951874
Barium tungstate,Barium tungsten oxide,BaWO4,7787-42-0,385.17,wh tetr cry,1475,1730,5.04,0.00162,,Ba,0.356541073609
Barium tungstate,Barium tungsten oxide,BaWO4,7787-42-0,385.17,wh tetr cry,1475,1730,5.04,0.00162,,O,0.166156495171
Barium tungstate,Barium tungsten oxide,BaWO4,7787-42-0,385.17,wh tetr cry,1475,1730,5.04,0.00162,,W,0.47730243122
Barium uranium oxide,,BaU2O7,10380-31-1,725.381,oran-yel powder,,,,,,Ba,0.18931716152
Barium uranium oxide,,BaU2O7,10380-31-1,725.381,oran-yel powder,,,,,,O,0.15439590873
Barium uranium oxide,,BaU2O7,10380-31-1,725.381,oran-yel powder,,,,,,U,0.65628692975
Barium yttrium tungsten oxide,,Ba3Y3WO9,37265-86-4,1006.53,cub cry,1470,,,,,Ba,0.409306936389
Barium yttrium tungsten oxide,,Ba3Y3WO9,37265-86-4,1006.53,cub cry,1470,,,,,O,0.143059967772
Barium yttrium tungsten oxide,,Ba3Y3WO9,37265-86-4,1006.53,cub cry,1470,,,,,W,0.182646741441
Barium yttrium tungsten oxide,,Ba3Y3WO9,37265-86-4,1006.53,cub cry,1470,,,,,Y,0.264986354399
Barium zirconate,Barium zirconium oxide,BaZrO3,12009-21-1,276.549,gray-wh cub cry,2500,,5.52,,,Ba,0.496573484935
Barium zirconate,Barium zirconium oxide,BaZrO3,12009-21-1,276.549,gray-wh cub cry,2500,,5.52,,,O,0.173561160184
Barium zirconate,Barium zirconium oxide,BaZrO3,12009-21-1,276.549,gray-wh cub cry,2500,,5.52,,,Zr,0.329865354881
Barium zirconium silicate,,BaO+ZrO2+SiO2,?,336.634,wh pow,,,,,,Ba,0.40794216856
Barium zirconium silicate,,BaO+ZrO2+SiO2,?,336.634,wh pow,,,,,,O,0.237638262383
Barium zirconium silicate,,BaO+ZrO2+SiO2,?,336.634,wh pow,,,,,,Si,0.0834304963707
Barium zirconium silicate,,BaO+ZrO2+SiO2,?,336.634,wh pow,,,,,,Zr,0.270989072686
Berkelium (α form),,Bk,7440-40-6,247.0,hex cry,trans to β 930,,14.78,,,Bk,1.0
Berkelium (β form),,Bk,7440-40-6,247.0,cub cry,986,,13.25,,,Bk,1.0
Beryllium,Glucinium,Be,7440-41-7,9.012,hex cry,1287,2471,1.85,,,Be,1.0
Beryllium acetate,,Be(C2H3O2)2,543-81-7,127.101,wh cry,60 dec,,,,,Be,0.0709061074653
Beryllium acetate,,Be(C2H3O2)2,543-81-7,127.101,wh cry,60 dec,,,,,C,0.377991471958
Beryllium acetate,,Be(C2H3O2)2,543-81-7,127.101,wh cry,60 dec,,,,,H,0.0475816635474
Beryllium acetate,,Be(C2H3O2)2,543-81-7,127.101,wh cry,60 dec,,,,,O,0.503520757029
Beryllium aluminate,Chrysoberyl,BeAl2O4,12004-06-7,126.973,orth cry,,,3.65,,,Al,0.424996944544
Beryllium aluminate,Chrysoberyl,BeAl2O4,12004-06-7,126.973,orth cry,,,3.65,,,Be,0.0709772313294
Beryllium aluminate,Chrysoberyl,BeAl2O4,12004-06-7,126.973,orth cry,,,3.65,,,O,0.504025824127
Beryllium aluminum metasilicate,Beryl,Be3Al2(SiO3)6,1302-52-9,537.502,col or grn-yel cry; hex,,,2.64,,,Al,0.100396082154
Beryllium aluminum metasilicate,Beryl,Be3Al2(SiO3)6,1302-52-9,537.502,col or grn-yel cry; hex,,,2.64,,,Be,0.0503003800788
Beryllium aluminum metasilicate,Beryl,Be3Al2(SiO3)6,1302-52-9,537.502,col or grn-yel cry; hex,,,2.64,,,O,0.535792043059
Beryllium aluminum metasilicate,Beryl,Be3Al2(SiO3)6,1302-52-9,537.502,col or grn-yel cry; hex,,,2.64,,,Si,0.313511494709
Beryllium basic acetate,,Be4O(C2H3O2)6,1332-52-1,406.312,wh cry,285,330,1.25,,,Be,0.0887217359985
Beryllium basic acetate,,Be4O(C2H3O2)6,1332-52-1,406.312,wh cry,285,330,1.25,,,C,0.35472324723
Beryllium basic acetate,,Be4O(C2H3O2)6,1332-52-1,406.312,wh cry,285,330,1.25,,,H,0.044652653444
Beryllium basic acetate,,Be4O(C2H3O2)6,1332-52-1,406.312,wh cry,285,330,1.25,,,O,0.511902363327
Beryllium basic carbonate,Bis[carbonato(2-)]dihydroxytriberyllium,Be3(OH)2(CO3)2,66104-24-3,181.069,wh powder,,,,,,Be,0.149316239211
Beryllium basic carbonate,Bis[carbonato(2-)]dihydroxytriberyllium,Be3(OH)2(CO3)2,66104-24-3,181.069,wh powder,,,,,,C,0.132664324378
Beryllium basic carbonate,Bis[carbonato(2-)]dihydroxytriberyllium,Be3(OH)2(CO3)2,66104-24-3,181.069,wh powder,,,,,,H,0.0111332128113
Beryllium basic carbonate,Bis[carbonato(2-)]dihydroxytriberyllium,Be3(OH)2(CO3)2,66104-24-3,181.069,wh powder,,,,,,O,0.7068862236
Beryllium boride (BeB2),,BeB2,12228-40-9,30.634,refrac solid,>1970,,,,,B,0.705812872692
Beryllium boride (BeB2),,BeB2,12228-40-9,30.634,refrac solid,>1970,,,,,Be,0.294187127308
Beryllium boride (Be4B),,Be4B,12536-52-6,46.86,refrac solid,1160,,,,,B,0.230709832545
Beryllium boride (Be4B),,Be4B,12536-52-6,46.86,refrac solid,1160,,,,,Be,0.769290167455
Beryllium boride (Be2B),,Be2B,12536-51-5,28.835,pink cry,1520,,,,,B,0.374921571997
Beryllium boride (Be2B),,Be2B,12536-51-5,28.835,pink cry,1520,,,,,Be,0.625078428003
Beryllium boride (BeB6),Beryllium hexaboride,BeB6,12429-94-6,73.878,red solid,2070,,,,,B,0.878012942982
Beryllium boride (BeB6),Beryllium hexaboride,BeB6,12429-94-6,73.878,red solid,2070,,,,,Be,0.121987057018
Beryllium borohydride,,Be(BH4)2,17440-85-6,36.682,solid,125 dec,subl,,,,B,0.558741188301
Beryllium borohydride,,Be(BH4)2,17440-85-6,36.682,solid,125 dec,subl,,,,Be,0.232886748676
Beryllium borohydride,,Be(BH4)2,17440-85-6,36.682,solid,125 dec,subl,,,,H,0.208372063023
Beryllium bromide,,BeBr2,7787-46-4,168.82,orth cry; hyg,508,473 sp,3.465,,,Be,0.0533833211956
Beryllium bromide,,BeBr2,7787-46-4,168.82,orth cry; hyg,508,473 sp,3.465,,,Br,0.946616678804
Beryllium carbide,,Be2C,506-66-1,30.035,red cub cry,2127,,1.90,,,Be,0.600110723919
Beryllium carbide,,Be2C,506-66-1,30.035,red cub cry,2127,,1.90,,,C,0.399889276081
Beryllium chloride,,BeCl2,7787-47-5,79.918,wh-yel orth cry; hyg,415,482,1.90,71.525,,Be,0.112767605249
Beryllium chloride,,BeCl2,7787-47-5,79.918,wh-yel orth cry; hyg,415,482,1.90,71.525,,Cl,0.887232394751
Beryllium fluoride,,BeF2,7787-49-7,47.009,tetr cry or gl; hyg,552,1283,2.1,,,Be,0.19171188972
Beryllium fluoride,,BeF2,7787-49-7,47.009,tetr cry or gl; hyg,552,1283,2.1,,,F,0.80828811028
Beryllium formate,,Be(CHO2)2,1111-71-3,99.047,powder,>250 dec,,,,,Be,0.0909888876865
Beryllium formate,,Be(CHO2)2,1111-71-3,99.047,powder,>250 dec,,,,,C,0.242525113971
Beryllium formate,,Be(CHO2)2,1111-71-3,99.047,powder,>250 dec,,,,,H,0.02035274908
Beryllium formate,,Be(CHO2)2,1111-71-3,99.047,powder,>250 dec,,,,,O,0.646133249263
Beryllium hydride,,BeH2,7787-52-2,11.028,wh amorp solid,250 dec,,0.65,,,Be,0.817204509732
Beryllium hydride,,BeH2,7787-52-2,11.028,wh amorp solid,250 dec,,0.65,,,H,0.182795490268
Beryllium hydrogen phosphate,,BeHPO4,13598-15-7,104.991,cry,,,,,,Be,0.085837266573
Beryllium hydrogen phosphate,,BeHPO4,13598-15-7,104.991,cry,,,,,,H,0.00960020719395
Beryllium hydrogen phosphate,,BeHPO4,13598-15-7,104.991,cry,,,,,,O,0.60955038982
Beryllium hydrogen phosphate,,BeHPO4,13598-15-7,104.991,cry,,,,,,P,0.295012136413
Beryllium hydroxide (α),,Be(OH)2,13327-32-7,43.027,wh powder or cry,≈200 dec,,1.92,,,Be,0.209454781992
Beryllium hydroxide (α),,Be(OH)2,13327-32-7,43.027,wh powder or cry,≈200 dec,,1.92,,,H,0.0468516621082
Beryllium hydroxide (α),,Be(OH)2,13327-32-7,43.027,wh powder or cry,≈200 dec,,1.92,,,O,0.7436935559
Beryllium hydroxide (β),,Be(OH)2,13327-32-7,43.027,col tetr cry,dec 138,,,,,Be,0.209454781992
Beryllium hydroxide (β),,Be(OH)2,13327-32-7,43.027,col tetr cry,dec 138,,,,,H,0.0468516621082
Beryllium hydroxide (β),,Be(OH)2,13327-32-7,43.027,col tetr cry,dec 138,,,,,O,0.7436935559
Beryllium iodide,,BeI2,7787-53-3,262.821,hyg needles,480,590,4.32,,,Be,0.0342901739838
Beryllium iodide,,BeI2,7787-53-3,262.821,hyg needles,480,590,4.32,,,I,0.965709826016
Beryllium nitrate trihydrate,,Be(NO3)2+3H2O,13597-99-4,187.068,yel-wh hyg cry,≈30,dec,,10720.0,,Be,0.0481760139379
Beryllium nitrate trihydrate,,Be(NO3)2+3H2O,13597-99-4,187.068,yel-wh hyg cry,≈30,dec,,10720.0,,H,0.0323285957753
Beryllium nitrate trihydrate,,Be(NO3)2+3H2O,13597-99-4,187.068,yel-wh hyg cry,≈30,dec,,10720.0,,N,0.149749966084
Beryllium nitrate trihydrate,,Be(NO3)2+3H2O,13597-99-4,187.068,yel-wh hyg cry,≈30,dec,,10720.0,,O,0.769745424202
Beryllium nitride,,Be3N2,1304-54-7,55.05,gray refrac cry; cub,2200,,2.71,,,Be,0.491127566229
Beryllium nitride,,Be3N2,1304-54-7,55.05,gray refrac cry; cub,2200,,2.71,,,N,0.508872433771
Beryllium oxalate trihydrate,,BeC2O4+3H2O,15771-43-4,151.077,rhom cry,dec 320,,,,,Be,0.0596528967853
Beryllium oxalate trihydrate,,BeC2O4+3H2O,15771-43-4,151.077,rhom cry,dec 320,,,,,C,0.159001016051
Beryllium oxalate trihydrate,,BeC2O4+3H2O,15771-43-4,151.077,rhom cry,dec 320,,,,,H,0.0400301774548
Beryllium oxalate trihydrate,,BeC2O4+3H2O,15771-43-4,151.077,rhom cry,dec 320,,,,,O,0.741315909709
Beryllium oxide,Beryllia,BeO,1304-56-9,25.011,wh hex cry,2578,,3.01,,,Be,0.360320350788
Beryllium oxide,Beryllia,BeO,1304-56-9,25.011,wh hex cry,2578,,3.01,,,O,0.639679649212
"Beryllium 2,4-pentanedioate",Beryllium acetylacetonate,Be(CH3COCHCOCH3)2,10210-64-7,207.228,monocl cry powder,108,270,1.168,,,Be,0.0434892221243
"Beryllium 2,4-pentanedioate",Beryllium acetylacetonate,Be(CH3COCHCOCH3)2,10210-64-7,207.228,monocl cry powder,108,270,1.168,,,C,0.579588827843
"Beryllium 2,4-pentanedioate",Beryllium acetylacetonate,Be(CH3COCHCOCH3)2,10210-64-7,207.228,monocl cry powder,108,270,1.168,,,H,0.0680948711058
"Beryllium 2,4-pentanedioate",Beryllium acetylacetonate,Be(CH3COCHCOCH3)2,10210-64-7,207.228,monocl cry powder,108,270,1.168,,,O,0.308827078927
Beryllium perchlorate tetrahydrate,,Be(ClO4)2+4H2O,7787-48-6,279.975,hyg cry,250 dec,,,19825.0,,Be,0.0321892955809
Beryllium perchlorate tetrahydrate,,Be(ClO4)2+4H2O,7787-48-6,279.975,hyg cry,250 dec,,,19825.0,,Cl,0.253258777115
Beryllium perchlorate tetrahydrate,,Be(ClO4)2+4H2O,7787-48-6,279.975,hyg cry,250 dec,,,19825.0,,H,0.0288009084484
Beryllium perchlorate tetrahydrate,,Be(ClO4)2+4H2O,7787-48-6,279.975,hyg cry,250 dec,,,19825.0,,O,0.685751018855
Beryllium selenate tetrahydrate,,BeSeO4+4H2O,10039-31-3,224.03,orth cry,100 dec,,2.03,,,Be,0.040227405771
Beryllium selenate tetrahydrate,,BeSeO4+4H2O,10039-31-3,224.03,orth cry,100 dec,,2.03,,,H,0.0359928917306
Beryllium selenate tetrahydrate,,BeSeO4+4H2O,10039-31-3,224.03,orth cry,100 dec,,2.03,,,O,0.571328325054
Beryllium selenate tetrahydrate,,BeSeO4+4H2O,10039-31-3,224.03,orth cry,100 dec,,2.03,,,Se,0.352451377444
Beryllium sulfate,,BeSO4,13510-49-1,105.075,col tetr cry; hyg,1127,,2.5,41.325,,Be,0.0857692191072
Beryllium sulfate,,BeSO4,13510-49-1,105.075,col tetr cry; hyg,1127,,2.5,41.325,,O,0.609067168943
Beryllium sulfate,,BeSO4,13510-49-1,105.075,col tetr cry; hyg,1127,,2.5,41.325,,S,0.30516361195
Beryllium sulfate dihydrate,,BeSO4+2H2O,14215-00-0,141.105,col cry,dec 92,,,,,Be,0.0638684678572
Beryllium sulfate dihydrate,,BeSO4+2H2O,14215-00-0,141.105,col cry,dec 92,,,,,H,0.0285726957098
Beryllium sulfate dihydrate,,BeSO4+2H2O,14215-00-0,141.105,col cry,dec 92,,,,,O,0.680317262546
Beryllium sulfate dihydrate,,BeSO4+2H2O,14215-00-0,141.105,col cry,dec 92,,,,,S,0.227241573887
Beryllium sulfate tetrahydrate,,BeSO4+4H2O,7787-56-6,177.136,col tetr cry,≈100 dec,,1.71,41.325,,Be,0.0508772185551
Beryllium sulfate tetrahydrate,,BeSO4+4H2O,7787-56-6,177.136,col tetr cry,≈100 dec,,1.71,41.325,,H,0.0455216582802
Beryllium sulfate tetrahydrate,,BeSO4+4H2O,7787-56-6,177.136,col tetr cry,≈100 dec,,1.71,41.325,,O,0.722581919051
Beryllium sulfate tetrahydrate,,BeSO4+4H2O,7787-56-6,177.136,col tetr cry,≈100 dec,,1.71,41.325,,S,0.181019204114
Beryllium sulfide,,BeS,13598-22-6,41.077,col cub cry,dec,,2.36,,,Be,0.219396306202
Beryllium sulfide,,BeS,13598-22-6,41.077,col cub cry,dec,,2.36,,,S,0.780603693798
Bismuth,,Bi,7440-69-9,208.98,gray-wh soft metal,271.406,1564,9.79,,,Bi,1.0
Bismuth acetate,,Bi(C2H3O2)3,22306-37-2,386.111,col tablets,250,,,,,Bi,0.541242310595
Bismuth acetate,,Bi(C2H3O2)3,22306-37-2,386.111,col tablets,250,,,,,C,0.186640441492
Bismuth acetate,,Bi(C2H3O2)3,22306-37-2,386.111,col tablets,250,,,,,H,0.0234943466989
Bismuth acetate,,Bi(C2H3O2)3,22306-37-2,386.111,col tablets,250,,,,,O,0.248622901214
Bismuth antimonide,,BiSb,12323-19-2,330.74,cry,475,,,,,Bi,0.631856283659
Bismuth antimonide,,BiSb,12323-19-2,330.74,cry,475,,,,,Sb,0.368143716341
Bismuth arsenate,,BiAsO4,13702-38-0,347.9,wh monocl cry,,,7.14,,,As,0.215354084914
Bismuth arsenate,,BiAsO4,13702-38-0,347.9,wh monocl cry,,,7.14,,,Bi,0.600691693811
Bismuth arsenate,,BiAsO4,13702-38-0,347.9,wh monocl cry,,,7.14,,,O,0.183954221275
Bismuth basic carbonate,Bismuth subcarbonate,(BiO)2CO3,5892-10-4,509.969,wh powder,,,6.86,,,Bi,0.819581601609
Bismuth basic carbonate,Bismuth subcarbonate,(BiO)2CO3,5892-10-4,509.969,wh powder,,,6.86,,,C,0.0235518468298
Bismuth basic carbonate,Bismuth subcarbonate,(BiO)2CO3,5892-10-4,509.969,wh powder,,,6.86,,,O,0.156866551562
Bismuth basic dichromate,,Bi2O3+2CrO3,?,665.948,red-oran amorp pow,,,,,,Bi,0.627618148935
Bismuth basic dichromate,,Bi2O3+2CrO3,?,665.948,red-oran amorp pow,,,,,,Cr,0.15615673065
Bismuth basic dichromate,,Bi2O3+2CrO3,?,665.948,red-oran amorp pow,,,,,,O,0.216225120415
Bismuth citrate,,BiC6H5O7,813-93-4,398.08,wh powder,,,3.458,,,Bi,0.524970728253
Bismuth citrate,,BiC6H5O7,813-93-4,398.08,wh powder,,,3.458,,,C,0.181029395843
Bismuth citrate,,BiC6H5O7,813-93-4,398.08,wh powder,,,3.458,,,H,0.0126600149065
Bismuth citrate,,BiC6H5O7,813-93-4,398.08,wh powder,,,3.458,,,O,0.281339860998
Bismuth germanium oxide,,2Bi2O3+3GeO2,12233-56-6,1245.84,wh pow,1044,,,,,Bi,0.670973285053
Bismuth germanium oxide,,2Bi2O3+3GeO2,12233-56-6,1245.84,wh pow,1044,,,,,Ge,0.174918913782
Bismuth germanium oxide,,2Bi2O3+3GeO2,12233-56-6,1245.84,wh pow,1044,,,,,O,0.154107801165
"Bismuth hexafluoro-2,4-pentanedioate",Bismuth hexafluoroacetylacetonate,Bi(CF3COCHCOCF3)3,142617-56-9,830.132,powder,96,,,,,Bi,0.25174346362
"Bismuth hexafluoro-2,4-pentanedioate",Bismuth hexafluoroacetylacetonate,Bi(CF3COCHCOCF3)3,142617-56-9,830.132,powder,96,,,,,C,0.217026229625
"Bismuth hexafluoro-2,4-pentanedioate",Bismuth hexafluoroacetylacetonate,Bi(CF3COCHCOCF3)3,142617-56-9,830.132,powder,96,,,,,F,0.411947861362
"Bismuth hexafluoro-2,4-pentanedioate",Bismuth hexafluoroacetylacetonate,Bi(CF3COCHCOCF3)3,142617-56-9,830.132,powder,96,,,,,H,0.00364257566816
"Bismuth hexafluoro-2,4-pentanedioate",Bismuth hexafluoroacetylacetonate,Bi(CF3COCHCOCF3)3,142617-56-9,830.132,powder,96,,,,,O,0.115639869725
Boron triiodide,Triiodoborane,BI3,13517-10-7,391.524,wh needles,49.7,209.5,3.35,,,B,0.0276125823164
Boron triiodide,Triiodoborane,BI3,13517-10-7,391.524,wh needles,49.7,209.5,3.35,,,I,0.972387417684
Bromic acid,,HBrO3,7789-31-3,128.91,stab only in aq soln,,,,,,Br,0.619842628361
Bromic acid,,HBrO3,7789-31-3,128.91,stab only in aq soln,,,,,,H,0.00781893495733
Bromic acid,,HBrO3,7789-31-3,128.91,stab only in aq soln,,,,,,O,0.372338436682
Bromine,,Br2,7726-95-6,159.808,red liq,-7.2,58.8,3.1028,,,Br,1.0
Bromine azide,,BrN3,13973-87-0,121.924,red cry; exp,≈45,exp,,,,Br,0.655358538632
Bromine azide,,BrN3,13973-87-0,121.924,red cry; exp,≈45,exp,,,,N,0.344641461368
Bromine chloride,,BrCl,13863-41-7,115.357,dark red liq (<5ºC),-66,2007-12-05 00:00:00,,,,Br,0.692667111662
Bromine chloride,,BrCl,13863-41-7,115.357,dark red liq (<5ºC),-66,2007-12-05 00:00:00,,,,Cl,0.307332888338
Bromine dioxide,,BrO2,21255-83-4,111.903,unstab yel cry,≈0 dec,,,,,Br,0.714048263314
Bromine dioxide,,BrO2,21255-83-4,111.903,unstab yel cry,≈0 dec,,,,,O,0.285951736686
Bromine fluoride,,BrF,13863-59-7,98.902,unstab red-brn gas,≈-33,≈20 dec,4.043 g/L,,,Br,0.807907567609
Bromine fluoride,,BrF,13863-59-7,98.902,unstab red-brn gas,≈-33,≈20 dec,4.043 g/L,,,F,0.192092432391
Bromine monoxide,Oxygen dibromide,Br2O,21308-80-5,175.807,unstab brn solid,-17.5 dec,,,,,Br,0.90899472946
Bromine monoxide,Oxygen dibromide,Br2O,21308-80-5,175.807,unstab brn solid,-17.5 dec,,,,,O,0.0910052705404
Bromine pentafluoride,,BrF5,7789-30-2,174.896,col liq,-60.5,41.3,2.460,,,Br,0.456865752734
Bromine pentafluoride,,BrF5,7789-30-2,174.896,col liq,-60.5,41.3,2.460,,,F,0.543134247266
Bromine trifluoride,,BrF3,7787-71-5,136.899,col hyg liq,8.77,125.8,2.803,,,Br,0.583670280007
Bromine trifluoride,,BrF3,7787-71-5,136.899,col hyg liq,8.77,125.8,2.803,,,F,0.416329719993
Bromoauric(III) acid pentahydrate,Hydrogen tetrabromoaurate pentahydrate,HAuBr4+5H2O,17083-68-0,607.667,red-brn hyg cry,27,,,,,Au,0.324135749508
Bromoauric(III) acid pentahydrate,Hydrogen tetrabromoaurate pentahydrate,HAuBr4+5H2O,17083-68-0,607.667,red-brn hyg cry,27,,,,,Br,0.525972362928
Bromoauric(III) acid pentahydrate,Hydrogen tetrabromoaurate pentahydrate,HAuBr4+5H2O,17083-68-0,607.667,red-brn hyg cry,27,,,,,H,0.0182457524604
Bromoauric(III) acid pentahydrate,Hydrogen tetrabromoaurate pentahydrate,HAuBr4+5H2O,17083-68-0,607.667,red-brn hyg cry,27,,,,,O,0.131646135103
Bromogermane,,GeH3Br,13569-43-2,155.57,col liq,-32,52,2.34,,,Br,0.513628075524
Bromogermane,,GeH3Br,13569-43-2,155.57,col liq,-32,52,2.34,,,Ge,0.466934614112
Bromogermane,,GeH3Br,13569-43-2,155.57,col liq,-32,52,2.34,,,H,0.0194373103641
Bromosilane,,SiH3Br,13465-73-1,111.014,col gas,-94,1.9,4.538 g/L,,,Br,0.719769483518
Bromosilane,,SiH3Br,13465-73-1,111.014,col gas,-94,1.9,4.538 g/L,,,H,0.0272383530193
Bromosilane,,SiH3Br,13465-73-1,111.014,col gas,-94,1.9,4.538 g/L,,,Si,0.252992163463
Bromosyl trifluoride,Bromine oxide trifluoride,BrOF3,61519-37-7,152.898,col liq,-5,dec >20,,,,Br,0.522594680285
Bromosyl trifluoride,Bromine oxide trifluoride,BrOF3,61519-37-7,152.898,col liq,-5,dec >20,,,,F,0.372764734415
Bromosyl trifluoride,Bromine oxide trifluoride,BrOF3,61519-37-7,152.898,col liq,-5,dec >20,,,,O,0.104640585299
Bromotrichlorosilane,,SiBrCl3,13465-74-2,214.349,col liq,-62,80.3,1.826,,,Br,0.372776109933
Bromotrichlorosilane,,SiBrCl3,13465-74-2,214.349,col liq,-62,80.3,1.826,,,Cl,0.496196614392
Bromotrichlorosilane,,SiBrCl3,13465-74-2,214.349,col liq,-62,80.3,1.826,,,Si,0.131027275675
Bromyl fluoride,Bromine dioxide fluoride,BrO2F,22585-64-4,130.901,col liq,-9,dec 55,,,,Br,0.61041455729
Bromyl fluoride,Bromine dioxide fluoride,BrO2F,22585-64-4,130.901,col liq,-9,dec 55,,,,F,0.145135436005
Bromyl fluoride,Bromine dioxide fluoride,BrO2F,22585-64-4,130.901,col liq,-9,dec 55,,,,O,0.244450006706
Cadmium,,Cd,7440-43-9,112.411,silv-wh metal,321.069,767,8.69,,,Cd,1.0
Cadmium acetate,,Cd(C2H3O2)2,543-90-8,230.5,col cry,255,,2.34,,,C,0.208429501485
Cadmium acetate,,Cd(C2H3O2)2,543-90-8,230.5,col cry,255,,2.34,,,Cd,0.487685328321
Cadmium acetate,,Cd(C2H3O2)2,543-90-8,230.5,col cry,255,,2.34,,,H,0.0262371591656
Cadmium acetate,,Cd(C2H3O2)2,543-90-8,230.5,col cry,255,,2.34,,,O,0.277648011029
Cadmium acetate dihydrate,,Cd(C2H3O2)2+2H2O,5743-04-4,266.529,wh cry,130 dec,,2.01,,,C,0.180253150119
Cadmium acetate dihydrate,,Cd(C2H3O2)2+2H2O,5743-04-4,266.529,wh cry,130 dec,,2.01,,,Cd,0.421758033629
Cadmium acetate dihydrate,,Cd(C2H3O2)2+2H2O,5743-04-4,266.529,wh cry,130 dec,,2.01,,,H,0.0378171880346
Cadmium acetate dihydrate,,Cd(C2H3O2)2+2H2O,5743-04-4,266.529,wh cry,130 dec,,2.01,,,O,0.360171628217
Cadmium antimonide,,CdSb,12014-29-8,234.171,orth cry,456,,6.92,,,Cd,0.480038091822
Cadmium antimonide,,CdSb,12014-29-8,234.171,orth cry,456,,6.92,,,Sb,0.519961908178
Cadmium arsenide,,Cd3As2,12006-15-4,487.076,gray tetr cry,721,,6.25,,,As,0.307638106727
Cadmium arsenide,,Cd3As2,12006-15-4,487.076,gray tetr cry,721,,6.25,,,Cd,0.692361893273
Cadmium azide,,Cd(N3)2,14215-29-3,196.451,yel-wh orth cry; exp,exp,,3.24,,,Cd,0.572208263426
Cadmium azide,,Cd(N3)2,14215-29-3,196.451,yel-wh orth cry; exp,exp,,3.24,,,N,0.427791736574
Cadmium borotungstate octadecahydrate,,Cd5(BW12O40)+18H2O,1306-26-9,3743.2,yel cry,,,,,,B,0.00288817283314
Cadmium borotungstate octadecahydrate,,Cd5(BW12O40)+18H2O,1306-26-9,3743.2,yel cry,,,,,,Cd,0.15015373062
Cadmium borotungstate octadecahydrate,,Cd5(BW12O40)+18H2O,1306-26-9,3743.2,yel cry,,,,,,H,0.00969380976001
Cadmium borotungstate octadecahydrate,,Cd5(BW12O40)+18H2O,1306-26-9,3743.2,yel cry,,,,,,O,0.247907120593
Cadmium borotungstate octadecahydrate,,Cd5(BW12O40)+18H2O,1306-26-9,3743.2,yel cry,,,,,,W,0.589357166194
Cadmium bromide,Cadmium dibromide,CdBr2,7789-42-6,272.219,wh-yel hex cry; hyg,568,863,5.19,11525.0,,Br,0.587056744753
Cadmium bromide,Cadmium dibromide,CdBr2,7789-42-6,272.219,wh-yel hex cry; hyg,568,863,5.19,11525.0,,Cd,0.412943255247
Cadmium bromide tetrahydrate,,CdBr2+4H2O,13464-92-1,344.281,wh-yel cry,,,,11525.0,,Br,0.464180156554
Cadmium bromide tetrahydrate,,CdBr2+4H2O,13464-92-1,344.281,wh-yel cry,,,,11525.0,,Cd,0.326510284707
Cadmium bromide tetrahydrate,,CdBr2+4H2O,13464-92-1,344.281,wh-yel cry,,,,11525.0,,H,0.0234213930215
Cadmium bromide tetrahydrate,,CdBr2+4H2O,13464-92-1,344.281,wh-yel cry,,,,11525.0,,O,0.185888165718
Cadmium carbonate,Otavite,CdCO3,513-78-0,172.42,wh hex cry,500 dec,,5.026,,,C,0.0696595926572
Cadmium carbonate,Otavite,CdCO3,513-78-0,172.42,wh hex cry,500 dec,,5.026,,,Cd,0.651960707552
Cadmium carbonate,Otavite,CdCO3,513-78-0,172.42,wh hex cry,500 dec,,5.026,,,O,0.278379699791
