Name,Synonym,Formula,CAS,MW,form,Melting point,Boiling point,density,Solubility in 100 mL of water,Target,mass_frac
Mercury(I) sulfate,Mercurous sulfate,Hg2SO4,7783-36-0,497.24,wh-yel cry powder,,,7.56,0.05125,O,0.128704982236
Mercury(I) sulfate,Mercurous sulfate,Hg2SO4,7783-36-0,497.24,wh-yel cry powder,,,7.56,0.05125,S,0.0644856253266
Mercury(II) sulfate,Mercuric sulfate,HgSO4,7783-35-9,296.65,wh monocl cry,,,6.47,,Hg,0.676178128896
Mercury(II) sulfate,Mercuric sulfate,HgSO4,7783-35-9,296.65,wh monocl cry,,,6.47,,O,0.215732476304
Mercury(II) sulfate,Mercuric sulfate,HgSO4,7783-35-9,296.65,wh monocl cry,,,6.47,,S,0.108089394801
Mercury(II) sulfide (red),Cinnabar,HgS,1344-48-5,232.66,red hex cry,trans to blk HgS 344,,8.17,,Hg,0.862177902903
Mercury(II) sulfide (red),Cinnabar,HgS,1344-48-5,232.66,red hex cry,trans to blk HgS 344,,8.17,,S,0.137822097097
Lutetium fluoride,,LuF3,13760-81-1,231.962,orth cry,1182,2200,8.3,,F,0.245709030356
Lutetium fluoride,,LuF3,13760-81-1,231.962,orth cry,1182,2200,8.3,,Lu,0.754290969644
Lutetium iodide,Lutetium triiodide,LuI3,13813-45-1,555.68,brn hex cry; hyg,1050,,≈5.6,,I,0.685130163217
Lutetium iodide,Lutetium triiodide,LuI3,13813-45-1,555.68,brn hex cry; hyg,1050,,≈5.6,,Lu,0.314869836783
Lutetium nitride,,LuN,12125-25-6,188.974,cub cry,,,11.6,,Lu,0.92588016216
Lutetium nitride,,LuN,12125-25-6,188.974,cub cry,,,11.6,,N,0.0741198378399
Lutetium oxide,,Lu2O3,12032-20-1,397.932,wh cub cry or powder,2427,3980,9.41,,Lu,0.879380959872
Lutetium oxide,,Lu2O3,12032-20-1,397.932,wh cub cry or powder,2427,3980,9.41,,O,0.120619040128
Lutetium sulfide,,Lu2S3,12163-20-1,446.129,gray rhomb cry,1750 dec,,6.26,,Lu,0.784378509355
Lutetium sulfide,,Lu2S3,12163-20-1,446.129,gray rhomb cry,1750 dec,,6.26,,S,0.215621490645
Magnesium,,Mg,7439-95-4,24.305,silv-wh metal,650,1090,1.74,,Mg,1.0
Magnesium acetate,,Mg(C2H3O2)2,142-72-3,142.394,wh orth/monocl cry,323 dec,,1.5,65.625,C,0.337395704172
Magnesium acetate,,Mg(C2H3O2)2,142-72-3,142.394,wh orth/monocl cry,323 dec,,1.5,65.625,H,0.0424714578746
Magnesium acetate,,Mg(C2H3O2)2,142-72-3,142.394,wh orth/monocl cry,323 dec,,1.5,65.625,Mg,0.170689522465
Magnesium acetate,,Mg(C2H3O2)2,142-72-3,142.394,wh orth/monocl cry,323 dec,,1.5,65.625,O,0.449443315488
Mercury(II) sulfide (black),Metacinnabar,HgS,1344-48-5,232.66,blk cub cry or powder,850,,7.7,,Hg,0.862177902903
Mercury(II) sulfide (black),Metacinnabar,HgS,1344-48-5,232.66,blk cub cry or powder,850,,7.7,,S,0.137822097097
Mercury(II) thiocyanate,Mercuric thiocyanate,Hg(SCN)2,592-85-8,316.75,monocl cry,≈165 dec,,3.71,0.07025,C,0.0758359462903
Mercury(II) thiocyanate,Mercuric thiocyanate,Hg(SCN)2,592-85-8,316.75,monocl cry,≈165 dec,,3.71,0.07025,Hg,0.633265857376
Mercury(II) thiocyanate,Mercuric thiocyanate,Hg(SCN)2,592-85-8,316.75,monocl cry,≈165 dec,,3.71,0.07025,N,0.0884387545193
Mercury(II) thiocyanate,Mercuric thiocyanate,Hg(SCN)2,592-85-8,316.75,monocl cry,≈165 dec,,3.71,0.07025,S,0.202459441814
Metaboric acid (α form),,HBO2,13460-50-9,43.818,col orth cry; hyg,176,,1.784,,B,0.246726554131
Metaboric acid (α form),,HBO2,13460-50-9,43.818,col orth cry; hyg,176,,1.784,,H,0.0230030120221
Metaboric acid (α form),,HBO2,13460-50-9,43.818,col orth cry; hyg,176,,1.784,,O,0.730270433847
Molybdenum,,Mo,7439-98-7,95.94,gray-blk metal; cub,2623,4639,10.2,,Mo,1.0
Molybdenum boride (Mo2B),,Mo2B,12006-99-4,202.69,refrac tetr cry,2000,,9.2,,B,0.0533373460094
Molybdenum boride (Mo2B),,Mo2B,12006-99-4,202.69,refrac tetr cry,2000,,9.2,,Mo,0.946662653991
Molybdenum boride (Mo2B5),Molybdenum pentaboride,Mo2B5,12007-97-5,245.94,refrac hex cry,1600,,≈7.2,,B,0.219793847968
Molybdenum boride (Mo2B5),Molybdenum pentaboride,Mo2B5,12007-97-5,245.94,refrac hex cry,1600,,≈7.2,,Mo,0.780206152032
Molybdenum carbide (Mo2C),,Mo2C,12069-89-5,203.89,gray orth cry,2687,,9.18,,C,0.0589075421292
Molybdenum carbide (Mo2C),,Mo2C,12069-89-5,203.89,gray orth cry,2687,,9.18,,Mo,0.941092457871
Molybdenum carbonyl,Molybdenum hexacarbonyl,Mo(CO)6,13939-06-5,264.0,wh orth cry,148,155 dec,1.96,,C,0.272969834159
Molybdenum carbonyl,Molybdenum hexacarbonyl,Mo(CO)6,13939-06-5,264.0,wh orth cry,148,155 dec,1.96,,Mo,0.363408264981
Molybdenum carbonyl,Molybdenum hexacarbonyl,Mo(CO)6,13939-06-5,264.0,wh orth cry,148,155 dec,1.96,,O,0.363621900859
Molybdenum(VI) dioxydifluoride,Molybdenum(VI) fluoride oxide,MoO2F2,13824-57-2,165.94,pale lilac cry,subl 270,,3.5,,F,0.22898525051
Molybdenum(VI) dioxydifluoride,Molybdenum(VI) fluoride oxide,MoO2F2,13824-57-2,165.94,pale lilac cry,subl 270,,3.5,,Mo,0.578176089397
Molybdenum(VI) dioxydifluoride,Molybdenum(VI) fluoride oxide,MoO2F2,13824-57-2,165.94,pale lilac cry,subl 270,,3.5,,O,0.192838660094
Molybdenum(III) fluoride,Molybdenum trifluoride,MoF3,20193-58-2,152.94,yel-brn hex cry,>600,,4.64,,F,0.372675525466
Molybdenum(III) fluoride,Molybdenum trifluoride,MoF3,20193-58-2,152.94,yel-brn hex cry,>600,,4.64,,Mo,0.627324474534
Molybdenum(V) fluoride,Molybdenum pentafluoride,MoF5,13819-84-6,190.93,yel monocl cry,67,213.6,3.5,,F,0.497517482872
Molybdenum(V) fluoride,Molybdenum pentafluoride,MoF5,13819-84-6,190.93,yel monocl cry,67,213.6,3.5,,Mo,0.502482517128
Molybdenum(II) iodide,Molybdenum diiodide,MoI2,14055-74-4,349.75,blk hyg cry,700,,5.28,,I,0.725688947049
Molybdenum(II) iodide,Molybdenum diiodide,MoI2,14055-74-4,349.75,blk hyg cry,700,,5.28,,Mo,0.274311052951
Molybdenum(VI) metaphosphate,Molybdenum metaphosphate,Mo(PO3)6,133863-98-6,569.77,yel powder,,,3.28,,Mo,0.168383210111
Molybdenum(VI) metaphosphate,Molybdenum metaphosphate,Mo(PO3)6,133863-98-6,569.77,yel powder,,,3.28,,O,0.505446591341
Molybdenum(VI) metaphosphate,Molybdenum metaphosphate,Mo(PO3)6,133863-98-6,569.77,yel powder,,,3.28,,P,0.326170198547
Molybdenum nitride (MoN),,MoN,12033-19-1,109.95,hex cry,1750,,9.2,,Mo,0.872604634791
Molybdenum nitride (MoN),,MoN,12033-19-1,109.95,hex cry,1750,,9.2,,N,0.127395365209
Molybdenum nitride (Mo2N),,Mo2N,12033-31-7,205.89,gray cub cry,790 dec,,9.46,,Mo,0.931968893571
Molybdenum nitride (Mo2N),,Mo2N,12033-31-7,205.89,gray cub cry,790 dec,,9.46,,N,0.0680311064289
Molybdenum(IV) oxide,Molybdenum dioxide,MoO2,18868-43-4,127.94,brn-viol tetr cry,≈1800 dec,,6.47,,Mo,0.749889791056
Molybdenum(IV) oxide,Molybdenum dioxide,MoO2,18868-43-4,127.94,brn-viol tetr cry,≈1800 dec,,6.47,,O,0.250110208944
Molybdenum(VI) oxide,Molybdenum trioxide,MoO3,1313-27-5,143.94,wh-yel rhomb cry,802,1155,4.7,0.142,Mo,0.666536055057
Molybdenum(VI) oxide,Molybdenum trioxide,MoO3,1313-27-5,143.94,wh-yel rhomb cry,802,1155,4.7,0.142,O,0.333463944943
Molybdenum phosphide,,MoP,12163-69-8,126.91,blk hex cry,,,7.34,,Mo,0.755946388225
Molybdenum phosphide,,MoP,12163-69-8,126.91,blk hex cry,,,7.34,,P,0.244053611775
Molybdenum(IV) sulfide,Molybdenite,MoS2,1317-33-5,160.07,blk powder or hex cry,1750,,5.06,,Mo,0.599362778784
Molybdenum(IV) sulfide,Molybdenite,MoS2,1317-33-5,160.07,blk powder or hex cry,1750,,5.06,,S,0.400637221216
Neodymium,,Nd,7440-00-8,144.242,silv metal; hex,1016,3074,7.01,,Nd,1.0
Neodymium boride,,NdB6,12008-23-0,209.108,blk cub cry,2610,,4.93,,B,0.310203339901
Neodymium boride,,NdB6,12008-23-0,209.108,blk cub cry,2610,,4.93,,Nd,0.689796660099
Neodymium(III) fluoride,,NdF3,13709-42-7,201.237,viol hex cry; hyg,1377,2300,6.51,,F,0.283224010675
Neodymium(III) fluoride,,NdF3,13709-42-7,201.237,viol hex cry; hyg,1377,2300,6.51,,Nd,0.716775989325
Neodymium(III) iodide,,NdI3,13813-24-6,524.955,grn orth cry; hyg,787,,5.85,,I,0.725229996201
Neodymium(III) iodide,,NdI3,13813-24-6,524.955,grn orth cry; hyg,787,,5.85,,Nd,0.274770003799
Neodymium nitride,,NdN,25764-11-8,158.249,blk cub cry,,,7.69,,N,0.0885106797086
Neodymium nitride,,NdN,25764-11-8,158.249,blk cub cry,,,7.69,,Nd,0.911489320291
Neodymium(III) oxide,Neodymia,Nd2O3,1313-97-9,336.482,blue hex cry; hyg,2233,3760,7.24,,Nd,0.857352929813
Neodymium(III) oxide,Neodymia,Nd2O3,1313-97-9,336.482,blue hex cry; hyg,2233,3760,7.24,,O,0.142647070187
Neodymium(III) sulfide,,Nd2S3,12035-32-4,384.679,orth cry,2207,,5.46,,Nd,0.749934360857
Neodymium(III) sulfide,,Nd2S3,12035-32-4,384.679,orth cry,2207,,5.46,,S,0.250065639143
Neptunium,,Np,7439-99-8,237.0,silv metal,644,,20.2,,Np,1.0
Neptunium(IV) oxide,Neptunium dioxide,NpO2,12035-79-9,269.0,grn cub cry,2547,,11.1,,Np,0.881066133427
Neptunium(IV) oxide,Neptunium dioxide,NpO2,12035-79-9,269.0,grn cub cry,2547,,11.1,,O,0.118933866573
Nickel,,Ni,7440-02-0,58.693,wh metal; cub,1455,2913,8.9,,Ni,1.0
Nickel boride (NiB),,NiB,12007-00-0,69.504,grn refrac solid,1035,,7.13,,B,0.155544109438
Nickel boride (NiB),,NiB,12007-00-0,69.504,grn refrac solid,1035,,7.13,,Ni,0.844455890562
Nickel boride (Ni2B),,Ni2B,12007-01-1,128.198,refrac solid,1125,,7.9,,B,0.0843306203383
Nickel boride (Ni2B),,Ni2B,12007-01-1,128.198,refrac solid,1125,,7.9,,Ni,0.915669379662
Nickel boride (Ni3B),,Ni3B,12007-02-2,186.891,refrac solid,1166,,8.17,,B,0.0578464903644
Nickel boride (Ni3B),,Ni3B,12007-02-2,186.891,refrac solid,1166,,8.17,,Ni,0.942153509636
Nickel(II) carbonate,,NiCO3,3333-67-3,118.702,grn rhomb cry,,,4.389,0.00432,C,0.101183380608
Nickel(II) carbonate,,NiCO3,3333-67-3,118.702,grn rhomb cry,,,4.389,0.00432,Ni,0.49445882683
Nickel(II) carbonate,,NiCO3,3333-67-3,118.702,grn rhomb cry,,,4.389,0.00432,O,0.404357792562
Nickel(II) fluoride,,NiF2,10028-18-9,96.69,yel tetr cry,1380,,4.7,2.5625,F,0.392974716
Nickel(II) fluoride,,NiF2,10028-18-9,96.69,yel tetr cry,1380,,4.7,2.5625,Ni,0.607025284
Nickel(II) hydroxide,,Ni(OH)2,12054-48-7,92.708,grn hex cry,230 dec,,4.1,0.000152,H,0.0217443830139
Nickel(II) hydroxide,,Ni(OH)2,12054-48-7,92.708,grn hex cry,230 dec,,4.1,0.000152,Ni,0.633099078311
Nickel(II) hydroxide,,Ni(OH)2,12054-48-7,92.708,grn hex cry,230 dec,,4.1,0.000152,O,0.345156538675
Nickel(II) iodate,,Ni(IO3)2,13477-98-0,408.498,yel needles,,,5.07,1.13,I,0.621321231003
Nickel(II) iodate,,Ni(IO3)2,13477-98-0,408.498,yel needles,,,5.07,1.13,Ni,0.143680736934
Nickel(II) iodate,,Ni(IO3)2,13477-98-0,408.498,yel needles,,,5.07,1.13,O,0.234998032062
Nickel(II) iodide,,NiI2,13462-90-3,312.502,blk hex cry; hyg,800,subl,5.22,15425.0,I,0.812182526377
Nickel(II) iodide,,NiI2,13462-90-3,312.502,blk hex cry; hyg,800,subl,5.22,15425.0,Ni,0.187817473623
Nickel(II) oxide,Bunsenite,NiO,1313-99-1,74.692,grn cub cry,1957,,6.72,,Ni,0.785797292376
Nickel(II) oxide,Bunsenite,NiO,1313-99-1,74.692,grn cub cry,1957,,6.72,,O,0.214202707624
Nickel phosphide,,Ni2P,12035-64-2,148.361,hex cry,1100,,7.33,,Ni,0.791226444667
Nickel phosphide,,Ni2P,12035-64-2,148.361,hex cry,1100,,7.33,,P,0.208773555333
Nickel subsulfide,Heazlewoodite,Ni3S2,12035-72-2,240.21,yel hex cry,789,,5.87,,Ni,0.73302549184
Nickel subsulfide,Heazlewoodite,Ni3S2,12035-72-2,240.21,yel hex cry,789,,5.87,,S,0.26697450816
Nickel(II) sulfate,,NiSO4,7786-81-4,154.756,grn-yel orth cry,840 dec,,4.01,40.425,Ni,0.379264131924
Nickel(II) sulfate,,NiSO4,7786-81-4,154.756,grn-yel orth cry,840 dec,,4.01,40.425,O,0.413538731939
Nickel(II) sulfate,,NiSO4,7786-81-4,154.756,grn-yel orth cry,840 dec,,4.01,40.425,S,0.207197136137
Nickel(II) sulfide,Millerite,NiS,16812-54-7,90.758,yel hex cry,976,,5.5,,Ni,0.646699368874
Nickel(II) sulfide,Millerite,NiS,16812-54-7,90.758,yel hex cry,976,,5.5,,S,0.353300631126
"Nickel(II,III) sulfide",Polydymite,Ni3S4,12137-12-1,304.34,cub cry,995,,4.77,,Ni,0.578563725725
"Nickel(II,III) sulfide",Polydymite,Ni3S4,12137-12-1,304.34,cub cry,995,,4.77,,S,0.421436274275
Niobium,,Nb,7440-03-1,92.906,gray metal; cub,2477,4744,8.57,,Nb,1.0
Niobium boride (NbB),,NbB,12045-19-1,103.717,gray orth cry,2270,,7.5,,B,0.104235182185
Niobium boride (NbB),,NbB,12045-19-1,103.717,gray orth cry,2270,,7.5,,Nb,0.895764817815
Niobium boride (NbB2),Niobium diboride,NbB2,12007-29-3,114.528,gray hex cry,3050,,6.97,,B,0.188791634004
Niobium boride (NbB2),Niobium diboride,NbB2,12007-29-3,114.528,gray hex cry,3050,,6.97,,Nb,0.811208365996
Niobium carbide (NbC),,NbC,12069-94-2,104.917,gray cub cry,3608,4300,7.82,,C,0.114478023979
Niobium carbide (NbC),,NbC,12069-94-2,104.917,gray cub cry,3608,4300,7.82,,Nb,0.885521976021
Niobium carbide (Nb2C),Diniobium carbide,Nb2C,12011-99-3,197.824,refrac hex cry,3080,,7.8,,C,0.0607142348031
Niobium carbide (Nb2C),Diniobium carbide,Nb2C,12011-99-3,197.824,refrac hex cry,3080,,7.8,,Nb,0.939285765197
Niobium(V) dioxyfluoride,Niobium fluorodioxide,NbO2F,15195-33-2,143.903,wh cub cry,,,4,,F,0.132021752187
Niobium(V) dioxyfluoride,Niobium fluorodioxide,NbO2F,15195-33-2,143.903,wh cub cry,,,4,,Nb,0.645615473458
Niobium(V) dioxyfluoride,Niobium fluorodioxide,NbO2F,15195-33-2,143.903,wh cub cry,,,4,,O,0.222362774355
Niobium(III) fluoride,Niobium trifluoride,NbF3,15195-53-6,149.901,blue cub cry,,,4.2,,F,0.38021751305
Niobium(III) fluoride,Niobium trifluoride,NbF3,15195-53-6,149.901,blue cub cry,,,4.2,,Nb,0.61978248695
Niobium(IV) fluoride,Niobium tetrafluoride,NbF4,13842-88-1,168.9,blk tetr cry; hyg,>350 dec,,4.01,,F,0.449932599405
Niobium(IV) fluoride,Niobium tetrafluoride,NbF4,13842-88-1,168.9,blk tetr cry; hyg,>350 dec,,4.01,,Nb,0.550067400595
Niobium(V) fluoride,Niobium pentafluoride,NbF5,7783-68-8,187.898,col monocl cry; hyg,80,234,2.7,,F,0.505549903683
Niobium(V) fluoride,Niobium pentafluoride,NbF5,7783-68-8,187.898,col monocl cry; hyg,80,234,2.7,,Nb,0.494450096317
Niobium(IV) iodide,Niobium tetraiodide,NbI4,13870-21-8,600.524,gray orth cry,503,,5.6,,I,0.845291212715
Niobium(IV) iodide,Niobium tetraiodide,NbI4,13870-21-8,600.524,gray orth cry,503,,5.6,,Nb,0.154708787285
Niobium(V) iodide,Niobium pentaiodide,NbI5,13779-92-5,727.428,yel-blk monocl cry,327,,5.32,,I,0.872281123678
Niobium(V) iodide,Niobium pentaiodide,NbI5,13779-92-5,727.428,yel-blk monocl cry,327,,5.32,,Nb,0.127718876322
Niobium nitride,,NbN,24621-21-4,106.913,gray cry; cub,2300,,8.47,,N,0.131010162648
Niobium nitride,,NbN,24621-21-4,106.913,gray cry; cub,2300,,8.47,,Nb,0.868989837352
Niobium(II) oxide,,NbO,12034-57-0,108.905,gray cub cry,1937,,7.3,,Nb,0.853089523807
Niobium(II) oxide,,NbO,12034-57-0,108.905,gray cub cry,1937,,7.3,,O,0.146910476193
Niobium(IV) oxide,Niobium dioxide,NbO2,12034-59-2,124.905,wh tetr cry or powder,1901,,5.9,,Nb,0.74381526851
Niobium(IV) oxide,Niobium dioxide,NbO2,12034-59-2,124.905,wh tetr cry or powder,1901,,5.9,,O,0.25618473149
Niobium(V) oxide,Niobium pentoxide,Nb2O5,1313-96-8,265.81,wh orth cry,1500,,4.47,,Nb,0.699044158499
Niobium(V) oxide,Niobium pentoxide,Nb2O5,1313-96-8,265.81,wh orth cry,1500,,4.47,,O,0.300955841501
Niobium phosphide,,NbP,12034-66-1,123.88,tetr cry,,,6.5,,Nb,0.749969918504
Niobium phosphide,,NbP,12034-66-1,123.88,tetr cry,,,6.5,,P,0.250030081496
Niobium(IV) sulfide,,NbS2,12136-97-9,157.036,blk rhomb cry,,,4.4,,Nb,0.591623291367
Niobium(IV) sulfide,,NbS2,12136-97-9,157.036,blk rhomb cry,,,4.4,,S,0.408376708633
Nitrogen pentoxide,Dinitrogen pentoxide,N2O5,10102-03-1,108.01,col hex cry,,33 sp,2,,N,0.259358358084
Nitrogen pentoxide,Dinitrogen pentoxide,N2O5,10102-03-1,108.01,col hex cry,,33 sp,2,,O,0.740641641916
Osmium,,Os,7440-04-2,190.23,blue-wh metal; hex,3033,5012,22.5872,,Os,1.0
Osmium carbonyl,Triosmium dodecacarbonyl,Os3(CO)12,15696-40-9,906.81,yel cry,224,,3.48,,C,0.158939810183
Osmium carbonyl,Triosmium dodecacarbonyl,Os3(CO)12,15696-40-9,906.81,yel cry,224,,3.48,,O,0.211723013567
Osmium carbonyl,Triosmium dodecacarbonyl,Os3(CO)12,15696-40-9,906.81,yel cry,224,,3.48,,Os,0.62933717625
Osmium(VI) fluoride,Osmium hexafluoride,OsF6,13768-38-2,304.22,yel cub cry,33.4,47.5,4.1,,F,0.374696805362
Osmium(VI) fluoride,Osmium hexafluoride,OsF6,13768-38-2,304.22,yel cub cry,33.4,47.5,4.1,,Os,0.625303194638
Osmium(IV) oxide,Osmium dioxide,OsO2,12036-02-1,222.23,yel-brn tetr cry,dec 500,,11.4,,O,0.143990337886
Osmium(IV) oxide,Osmium dioxide,OsO2,12036-02-1,222.23,yel-brn tetr cry,dec 500,,11.4,,Os,0.856009662114
Osmium(VIII) oxide,Osmic acid,OsO4,20816-12-0,254.23,yel monocl cry,40.6,131.2,5.1,6.442,O,0.251733486057
Osmium(VIII) oxide,Osmic acid,OsO4,20816-12-0,254.23,yel monocl cry,40.6,131.2,5.1,6.442,Os,0.748266513943
Palladium,,Pd,7440-05-3,106.42,silv-wh metal; cub,1554.8,2963,12,,Pd,1.0
Palladium(II) fluoride,Palladous fluoride,PdF2,13444-96-7,144.42,viol tetr cry; hyg,952,,5.76,,F,0.26310515616
Palladium(II) fluoride,Palladous fluoride,PdF2,13444-96-7,144.42,viol tetr cry; hyg,952,,5.76,,Pd,0.73689484384
Palladium(II) iodide,Palladous iodide,PdI2,7790-38-7,360.23,blk cry,360 dec,,6,,I,0.704576761656
Palladium(II) iodide,Palladous iodide,PdI2,7790-38-7,360.23,blk cry,360 dec,,6,,Pd,0.295423238344
Palladium(II) oxide,Palladium monoxide,PdO,1314-08-5,122.42,grn-blk tetr cry,750 dec,,8.3,,O,0.130693337821
Palladium(II) oxide,Palladium monoxide,PdO,1314-08-5,122.42,grn-blk tetr cry,750 dec,,8.3,,Pd,0.869306662179
Palladium(II) sulfide,Palladous sulfide,PdS,12125-22-3,138.49,gray tetr cry,,,6.7,,Pd,0.768458677835
Palladium(II) sulfide,Palladous sulfide,PdS,12125-22-3,138.49,gray tetr cry,,,6.7,,S,0.231541322165
Phosphonic acid,Phosphorous acid,H3PO3,13598-36-2,81.996,wh hyg cry,74.4,200,1.65,3090.0,H,0.036877750614
Phosphonic acid,Phosphorous acid,H3PO3,13598-36-2,81.996,wh hyg cry,74.4,200,1.65,3090.0,O,0.585374013507
Phosphonic acid,Phosphorous acid,H3PO3,13598-36-2,81.996,wh hyg cry,74.4,200,1.65,3090.0,P,0.377748235879
Phosphonium iodide,,PH4I,12125-09-6,161.91,col tetr cry,18.5,62.5,2.86,,H,0.0249012426608
Phosphonium iodide,,PH4I,12125-09-6,161.91,col tetr cry,18.5,62.5,2.86,,I,0.78379640708
Phosphonium iodide,,PH4I,12125-09-6,161.91,col tetr cry,18.5,62.5,2.86,,P,0.191302350259
Phosphorus (white),White phosphorus,P,7723-14-0,30.974,col waxlike cub cry,44.15,280.5,1.823,,P,1.0
Phosphorus heptasulfide,,P4S7,12037-82-0,348.35,pale yel monocl cry,308,523,2.19,,P,0.355662497282
Phosphorus heptasulfide,,P4S7,12037-82-0,348.35,pale yel monocl cry,308,523,2.19,,S,0.644337502718
Phosphorus(III) iodide,Phosphorus triiodide,PI3,13455-01-1,411.687,red-oran hex cry; hyg,61.2,227 dec,4.18,,I,0.92476383986
Phosphorus(III) iodide,Phosphorus triiodide,PI3,13455-01-1,411.687,red-oran hex cry; hyg,61.2,227 dec,4.18,,P,0.0752361601396
Phosphorus(V) oxide,Phosphorus pentoxide,P2O5,1314-56-3,141.945,wh orth cry; hyg,562,605,2.3,,O,0.56357933188
Phosphorus(V) oxide,Phosphorus pentoxide,P2O5,1314-56-3,141.945,wh orth cry; hyg,562,605,2.3,,P,0.43642066812
Phosphorus sesquisulfide,,P4S3,1314-85-8,220.09,yel-grn orth cry,173,407,2.03,,P,0.562928897176
Phosphorus sesquisulfide,,P4S3,1314-85-8,220.09,yel-grn orth cry,173,407,2.03,,S,0.437071102824
Phosphorus(V) sulfide,Phosphorus pentasulfide,P2S5,1314-80-3,222.273,grn-yel hyg cry,285,515,2.03,,P,0.278700771851
Phosphorus(V) sulfide,Phosphorus pentasulfide,P2S5,1314-80-3,222.273,grn-yel hyg cry,285,515,2.03,,S,0.721299228149
Platinum,,Pt,7440-06-4,195.084,silv-gray metal; cub,1768.2,3825,21.5,,Pt,1.0
Platinum(VI) fluoride,Platinum hexafluoride,PtF6,13693-05-5,309.074,red cub cry,61.3,69.1,≈4.0,,F,0.368812208707
Platinum(VI) fluoride,Platinum hexafluoride,PtF6,13693-05-5,309.074,red cub cry,61.3,69.1,≈4.0,,Pt,0.631187791293
Platinum(II) iodide,Platinum diiodide,PtI2,7790-39-8,448.893,blk powder,325 dec,,6.4,,I,0.565410852753
Platinum(II) iodide,Platinum diiodide,PtI2,7790-39-8,448.893,blk powder,325 dec,,6.4,,Pt,0.434589147247
Platinum(II) oxide,Platinum monoxide,PtO,12035-82-4,211.083,blk tetr cry,325 dec,,14.1,,O,0.0757965808775
Platinum(II) oxide,Platinum monoxide,PtO,12035-82-4,211.083,blk tetr cry,325 dec,,14.1,,Pt,0.924203419122
Platinum(IV) oxide,Adams' catalyst,PtO2,1314-15-4,227.083,blk hex cry,450,,11.8,,O,0.140912477739
Platinum(IV) oxide,Adams' catalyst,PtO2,1314-15-4,227.083,blk hex cry,450,,11.8,,Pt,0.859087522261
Platinum(II) sulfide,Braggite,PtS,12038-20-9,227.149,tetr cry,,,10.25,,Pt,0.858837150945
Platinum(II) sulfide,Braggite,PtS,12038-20-9,227.149,tetr cry,,,10.25,,S,0.141162849055
Platinum(IV) sulfide,,PtS2,12038-21-0,259.214,hex cry,,,7.85,,Pt,0.752598239293
Platinum(IV) sulfide,,PtS2,12038-21-0,259.214,hex cry,,,7.85,,S,0.247401760707
Plutonium,,Pu,7440-07-5,244.0,silv-wh metal; monocl,640,3228,19.7,,Pu,1.0
Plutonium(III) fluoride,Plutonium trifluoride,PuF3,13842-83-6,301.0,purp hex cry,1396,,9.33,,F,0.189315489842
Plutonium(III) fluoride,Plutonium trifluoride,PuF3,13842-83-6,301.0,purp hex cry,1396,,9.33,,Pu,0.810684510158
Plutonium(IV) fluoride,Plutonium tetrafluoride,PuF4,13709-56-3,320.0,red-brn monocl cry,1037,,7.1,,F,0.237437143418
Plutonium(IV) fluoride,Plutonium tetrafluoride,PuF4,13709-56-3,320.0,red-brn monocl cry,1037,,7.1,,Pu,0.762562856582
Plutonium(VI) fluoride,Plutonium hexafluoride,PuF6,13693-06-6,358.0,red-brn orth cry,51.6,,5.08,,F,0.318360420694
Plutonium(VI) fluoride,Plutonium hexafluoride,PuF6,13693-06-6,358.0,red-brn orth cry,51.6,,5.08,,Pu,0.681639579306
Plutonium(III) iodide,Plutonium triiodide,PuI3,13813-46-2,625.0,grn orth cry; hyg,777,,6.92,,I,0.609358280301
